0,0,0.1415320650,332236336.0000000000,30
0,1,0.0848124120,332569648.0000000000,30
0,2,0.1493479480,332569648.0000000000,3
0,3,0.1409075050,332236336.0000000000,4
0,4,0.1411609560,332236336.0000000000,31
0,5,0.1472695710,332569648.0000000000,7
0,6,0.0838979850,332236336.0000000000,7
0,7,0.1430334010,332236336.0000000000,8
0,8,0.1438829680,332236336.0000000000,33
0,9,0.0917271770,436509232.0000000000,30
0,10,0.0928383860,436967984.0000000000,3
0,11,0.0927273940,436967984.0000000000,3
0,12,0.0915980850,436509232.0000000000,4
0,13,0.0916370340,436509232.0000000000,31
0,14,0.0927541610,436967984.0000000000,7
0,15,0.0916993880,436509232.0000000000,7
0,16,0.0918110370,436509232.0000000000,8
0,17,0.0917139970,436509232.0000000000,33
0,18,0.0888309100,436509232.0000000000,3
0,19,0.0896531300,436967984.0000000000,4
0,20,0.0897103670,436967984.0000000000,4
0,21,0.0888287540,436509232.0000000000,31
0,22,0.1436744940,436509232.0000000000,5
0,23,0.0898377040,436967984.0000000000,8
0,24,0.0888255800,436509232.0000000000,8
0,25,0.0887746910,436509232.0000000000,33
0,26,0.1487941800,436509232.0000000000,9
0,27,0.0887649090,436509232.0000000000,5
0,28,0.0896964650,436967984.0000000000,5
0,29,0.0897953110,436967984.0000000000,5
0,30,0.1429832740,436509232.0000000000,6
0,31,0.1477869440,436509232.0000000000,32
0,32,0.0897155290,436967984.0000000000,9
0,33,0.0887244440,436509232.0000000000,9
0,34,0.0887199450,436509232.0000000000,9
0,35,0.1482842780,436509232.0000000000,10
0,36,0.0962731680,436509232.0000000000,6
0,37,0.0973319530,436967984.0000000000,6
0,38,0.0973722940,436967984.0000000000,6
0,39,0.0960973390,436509232.0000000000,32
0,40,0.0960300300,436509232.0000000000,32
0,41,0.0973315520,436967984.0000000000,10
0,42,0.0961603380,436509232.0000000000,10
0,43,0.0961685430,436509232.0000000000,10
0,44,0.1667807170,436509232.0000000000,11
0,45,0.0542433090,132356656.0000000000,11
0,46,0.0543381840,132449840.0000000000,11
0,47,0.0543891900,132449840.0000000000,11
0,48,0.1140381910,132356656.0000000000,12
0,49,0.0541095900,132356656.0000000000,12
0,50,0.1068975610,132449840.0000000000,36
0,51,0.0541456750,132356656.0000000000,36
0,52,0.0539708700,132356656.0000000000,36
0,53,0.1090649550,132356656.0000000000,16
0,54,0.1082631930,54827568.0000000000,34
0,55,0.0411635560,54827568.0000000000,34
0,56,0.0411282480,54827568.0000000000,34
0,57,0.0408878490,54827568.0000000000,12
0,58,0.0408768370,54827568.0000000000,12
0,59,0.0410734040,54827568.0000000000,16
0,60,0.0409107480,54827568.0000000000,16
0,61,0.0408695190,54827568.0000000000,16
0,62,0.1007643940,54827568.0000000000,17
0,63,0.1107674920,54827568.0000000000,13
0,64,0.0409886400,54827568.0000000000,13
0,65,0.0409504580,54827568.0000000000,13
0,66,0.1101991140,54827568.0000000000,14
0,67,0.0409971910,54827568.0000000000,14
0,68,0.0410015170,54827568.0000000000,17
0,69,0.0409092760,54827568.0000000000,17
0,70,0.0408645100,54827568.0000000000,17
0,71,0.0991325260,54827568.0000000000,37
0,72,0.0408326030,54827568.0000000000,13
0,73,0.1084021670,54827568.0000000000,35
0,74,0.0410614660,54827568.0000000000,14
0,75,0.1105006780,54827568.0000000000,15
0,76,0.0408601030,54827568.0000000000,15
0,77,0.1004557290,54827568.0000000000,18
0,78,0.0409636540,54827568.0000000000,18
0,79,0.0408596050,54827568.0000000000,37
0,80,0.1009486220,54827568.0000000000,19
0,81,0.0410459730,54827568.0000000000,35
0,82,0.0410572170,54827568.0000000000,35
0,83,0.0411385560,54827568.0000000000,14
0,84,0.0409211440,54827568.0000000000,15
0,85,0.0408335540,54827568.0000000000,15
0,86,0.0410387370,54827568.0000000000,18
0,87,0.0409586600,54827568.0000000000,18
0,88,0.0409405440,54827568.0000000000,37
0,89,0.0410733320,54827568.0000000000,19
0,90,0.0409985700,54827568.0000000000,19
0,91,0.0408877750,54827568.0000000000,19
0,92,0.1038057430,54827568.0000000000,20
0,93,0.0988662090,54827568.0000000000,38
0,94,0.0410596230,54827568.0000000000,38
0,95,0.1086726020,54827568.0000000000,24
0,96,0.1032259410,54827568.0000000000,22
0,97,0.0408112310,54827568.0000000000,22
0,98,0.1030661900,54827568.0000000000,23
0,99,0.0409906410,54827568.0000000000,20
0,100,0.0408974180,54827568.0000000000,20
0,101,0.0409351320,54827568.0000000000,20
0,102,0.0409638280,54827568.0000000000,38
0,103,0.1030175940,54827568.0000000000,21
0,104,0.0408108920,54827568.0000000000,22
0,105,0.0408057590,54827568.0000000000,22
0,106,0.0409300430,54827568.0000000000,23
0,107,0.0409611750,54827568.0000000000,23
0,108,0.0408551180,54827568.0000000000,21
0,109,0.0408373550,54827568.0000000000,21
0,110,0.0407773080,54827568.0000000000,21
0,111,0.1116434700,54827568.0000000000,25
0,112,0.0408543470,54827568.0000000000,24
0,113,0.0409306930,54827568.0000000000,23
0,114,0.0984067940,54827568.0000000000,39
0,115,0.0408743150,54827568.0000000000,39
0,116,0.1044325760,54827568.0000000000,0
0,117,0.0354520990,47074864.0000000000,25
0,118,0.0354613270,47074864.0000000000,25
0,119,0.0354262900,47074864.0000000000,25
0,120,0.0353637500,47074864.0000000000,24
0,121,0.0353513020,47074864.0000000000,24
0,122,0.0353157560,47074864.0000000000,39
0,123,0.0354800270,47074864.0000000000,0
0,124,0.0354208420,47074864.0000000000,0
0,125,0.0355163550,47074864.0000000000,0
0,126,0.0354931320,47074864.0000000000,0
0,127,0.1094299350,47074864.0000000000,26
0,128,0.0355022360,47074864.0000000000,26
0,129,0.1021453300,47074864.0000000000,1
0,130,0.0353609750,47074864.0000000000,1
0,131,0.0921167840,47074864.0000000000,28
0,132,0.0354344250,47074864.0000000000,28
0,133,0.0925198440,47074864.0000000000,29
0,134,0.1021743260,47074864.0000000000,2
0,135,0.0354563790,47074864.0000000000,26
0,136,0.0354287930,47074864.0000000000,26
0,137,0.1081516240,47074864.0000000000,27
0,138,0.0352608440,47074864.0000000000,1
0,139,0.0353372520,47074864.0000000000,1
0,140,0.0353223780,47074864.0000000000,28
0,141,0.0354137740,47074864.0000000000,29
0,142,0.0354035720,47074864.0000000000,29
0,143,0.0353537330,47074864.0000000000,2
0,144,0.0353914360,47074864.0000000000,27
0,145,0.0353199150,47074864.0000000000,27
0,146,0.0353952630,47074864.0000000000,27
0,147,0.0352223980,47074864.0000000000,1
0,148,0.0353350900,47074864.0000000000,28
0,149,0.0353918530,47074864.0000000000,29
0,150,0.0352871010,47074864.0000000000,2
0,151,0.0352332500,47074864.0000000000,2
0,152,0.0352058120,47074864.0000000000,2
50,0,7.5804254028,332009296.0000000000,30
50,1,7.5495765338,332020832.0000000000,30
50,2,7.5838980164,332024784.0000000000,3
50,3,7.5716393292,332022992.0000000000,4
50,4,7.5746371132,332025584.0000000000,31
50,5,7.5774045924,332020272.0000000000,7
50,6,7.5426243525,332031296.0000000000,7
50,7,7.5923325597,332024752.0000000000,8
50,8,7.5755167269,332011424.0000000000,33
50,9,10.0609527764,436489168.0000000000,30
50,10,10.0491185239,436513296.0000000000,3
50,11,10.0480088849,436513376.0000000000,3
50,12,10.0323010060,436506560.0000000000,4
50,13,10.0342614283,436511344.0000000000,31
50,14,10.0347291994,436512464.0000000000,7
50,15,10.0336863106,436511696.0000000000,7
50,16,10.0552628658,436510912.0000000000,8
50,17,10.0322165050,436492576.0000000000,33
50,18,10.0469406394,436489552.0000000000,3
50,19,10.0302533742,436511136.0000000000,4
50,20,10.0287863466,436511072.0000000000,4
50,21,10.0325473096,436507536.0000000000,31
50,22,10.0624593608,436506128.0000000000,5
50,23,10.0546254535,436508816.0000000000,8
50,24,10.0548095458,436511248.0000000000,8
50,25,10.0305788907,436508832.0000000000,33
50,26,10.0662032816,436489200.0000000000,9
50,27,10.0354190456,436491600.0000000000,5
50,28,10.0358357024,436507424.0000000000,5
50,29,10.0348304612,436514352.0000000000,5
50,30,10.0762327051,436511680.0000000000,6
50,31,10.0674189018,436508352.0000000000,32
50,32,10.0399388874,436514384.0000000000,9
50,33,10.0393987129,436512432.0000000000,9
50,34,10.0381970696,436508304.0000000000,9
50,35,10.0804471695,436491280.0000000000,10
50,36,10.0559969410,436491856.0000000000,6
50,37,10.0578160014,436509904.0000000000,6
50,38,10.0559153292,436506400.0000000000,6
50,39,10.0407650966,436510736.0000000000,32
50,40,10.0399063725,436512368.0000000000,32
50,41,10.0580886357,436511408.0000000000,10
50,42,10.0565257599,436506512.0000000000,10
50,43,10.0580721423,436513472.0000000000,10
50,44,10.0937760535,436490752.0000000000,11
50,45,2.6076463640,132141584.0000000000,11
50,46,2.6075710002,132145792.0000000000,11
50,47,2.6070437934,132143408.0000000000,11
50,48,2.6249701649,132144176.0000000000,12
50,49,2.5968791184,132142208.0000000000,12
50,50,2.6220823954,132143936.0000000000,36
50,51,2.5966487470,132144704.0000000000,36
50,52,2.5959175059,132141776.0000000000,36
50,53,2.6245173188,132140656.0000000000,16
50,54,0.6758307481,54827568.0000000000,34
50,55,0.6434535471,54827568.0000000000,34
50,56,0.6429817329,54827568.0000000000,34
50,57,0.6567912501,54827568.0000000000,12
50,58,0.6563769327,54827568.0000000000,12
50,59,0.6569911642,54827568.0000000000,16
50,60,0.6572987221,54827568.0000000000,16
50,61,0.6565663291,54827568.0000000000,16
50,62,0.6668467500,54827568.0000000000,17
50,63,0.6714147665,54827568.0000000000,13
50,64,0.6422310682,54827568.0000000000,13
50,65,0.6420322512,54827568.0000000000,13
50,66,0.6707874005,54827568.0000000000,14
50,67,0.6421215308,54827568.0000000000,14
50,68,0.6416776155,54827568.0000000000,17
50,69,0.6415035022,54827568.0000000000,17
50,70,0.6411421348,54827568.0000000000,17
50,71,0.6666350779,54827568.0000000000,37
50,72,0.6415911347,54827568.0000000000,13
50,73,0.6737815543,54827568.0000000000,35
50,74,0.6423862460,54827568.0000000000,14
50,75,0.6695958940,54827568.0000000000,15
50,76,0.6405403857,54827568.0000000000,15
50,77,0.6664428577,54827568.0000000000,18
50,78,0.6411527635,54827568.0000000000,18
50,79,0.6411528524,54827568.0000000000,37
50,80,0.6672644136,54827568.0000000000,19
50,81,0.6406142901,54827568.0000000000,35
50,82,0.6406264818,54827568.0000000000,35
50,83,0.6418675667,54827568.0000000000,14
50,84,0.6402724045,54827568.0000000000,15
50,85,0.6401810654,54827568.0000000000,15
50,86,0.6415915042,54827568.0000000000,18
50,87,0.6410126610,54827568.0000000000,18
50,88,0.6406912872,54827568.0000000000,37
50,89,0.6417407097,54827568.0000000000,19
50,90,0.6418594997,54827568.0000000000,19
50,91,0.6415391279,54827568.0000000000,19
50,92,0.6686324433,54827568.0000000000,20
50,93,0.6666676683,54827568.0000000000,38
50,94,0.6415607075,54827568.0000000000,38
50,95,0.6693945331,54827568.0000000000,24
50,96,0.6672099121,54827568.0000000000,22
50,97,0.6408058960,54827568.0000000000,22
50,98,0.6671688681,54827568.0000000000,23
50,99,0.6420507945,54827568.0000000000,20
50,100,0.6422485858,54827568.0000000000,20
50,101,0.6419250123,54827568.0000000000,20
50,102,0.6411572357,54827568.0000000000,38
50,103,0.6667483742,54827568.0000000000,21
50,104,0.6406021659,54827568.0000000000,22
50,105,0.6403092210,54827568.0000000000,22
50,106,0.6410922121,54827568.0000000000,23
50,107,0.6413079645,54827568.0000000000,23
50,108,0.6406137469,54827568.0000000000,21
50,109,0.6407377907,54827568.0000000000,21
