step,avg_time
1,1.065863878
2,0.885636933
3,0.824937375
4,0.815879739
5,0.7997074114
6,0.783864857
7,0.7725342663
8,0.7870423506
9,0.7821195882
10,0.7756223693
11,0.7706538171
12,0.7671200152
13,0.7664777345
14,0.7639537687
15,0.7618268371
16,0.7601866105
17,0.7605154496
18,0.7591229065
19,0.7579301975
20,0.7570116881
21,0.7575412621
22,0.756640029
23,0.7558345755
24,0.7552076716
25,0.7557608546
26,0.755102737
27,0.7544852
28,0.7540119388
29,0.7545469847
30,0.7540074497
31,0.75351758
32,0.7531627639
33,0.7536591947
34,0.7531814656
35,0.7527660913
36,0.7524435415
37,0.7529162589
38,0.7525204499
39,0.7521700585
40,0.7518917524
41,0.7523219066
42,0.7519666917
43,0.7516550942
44,0.7514054038
45,0.7518170376
46,0.7515217202
47,0.7512512685
48,0.7510383698
49,0.7514181429
50,0.7511362451
51,0.7508875473
52,0.7506995872
53,0.7510593274
54,0.7508102313
55,0.7505753425
56,0.7504072248
57,0.7507465362
58,0.7505211916
59,0.7503210517
60,0.7501698776
61,0.7505074969
62,0.7503116474
63,0.7501458708
64,0.7500021486
65,0.7503119055
66,0.7501261032
67,0.7499573782
68,0.7498224526
69,0.7501310711
70,0.7499624248
71,0.7497999683
72,0.7496697285
73,0.7499548145
74,0.749800893
75,0.7496592647
76,0.7495448761
77,0.7498276061
78,0.7496906232
79,0.7495513082
80,0.7494459038
81,0.749715259
82,0.749583078
83,0.7494527003
84,0.749357783
85,0.7496149336
86,0.7495044408
87,0.7493878938
88,0.7493092896
89,0.7495603706
90,0.7494470315
91,0.749335656
92,0.7492852227
93,0.7495254379
94,0.7494252593
95,0.7493216859
96,0.759690824
97,0.772386517
98,0.7847697882
99,0.7968983114
100,0.8499289225
101,0.850484041
102,0.8466576705
103,0.8429044994
104,0.8393755698
105,0.8357493781
106,0.8322207249
107,0.8287417993
108,0.8254737619
109,0.822131506
110,0.8188388562
111,0.8156136617
112,0.8125767395
113,0.8094435455
114,0.8063799544
115,0.8033681617
116,0.8005446462
117,0.7976207357
118,0.7947595582
119,0.7919454392
120,0.7893298104
121,0.786595415
122,0.7839290197
123,0.7812952088
124,0.7788339163
125,0.7762704408
126,0.7737602482
127,0.7712895904
128,0.7689790048
129,0.7665799044
130,0.7642197562
131,0.7618959598
132,0.7597279438
133,0.7574634851
134,0.755242552
135,0.7530519869
136,0.7510124423
137,0.748876377
138,0.7467822673
139,0.7447186437
140,0.7427981142
141,0.7407815702
142,0.7388038326
143,0.736853085
144,0.7350369849
145,0.7331311949
146,0.7312610311
147,0.7294141712
148,0.7277009557
149,0.7258977159
150,0.7241292775
151,0.7223834007
152,0.7207588884
153,0.719046007
154,0.7173601202
155,0.7156990278
156,0.7141657399
157,0.7125379374
158,0.710937861
159,0.7093584006
160,0.7078995825
161,0.7063545194
162,0.7048373505
163,0.7033347159
164,0.7019536813
165,0.7004798835
166,0.699031007
167,0.6975975241
168,0.6962780868
169,0.69487079
170,0.6934897276
171,0.69212306
172,0.6908651735
173,0.6914165619
174,0.6900860026
175,0.6887700209
176,0.6875632524
177,0.6862681917
178,0.6850004933
179,0.6837428291
180,0.6825869191
181,0.6813489857
182,0.6801314732
183,0.6789265392
184,0.6778216294
185,0.6766360423
186,0.6754721098
187,0.6743209198
188,0.67326576
189,0.6721315728
190,0.6710145472
191,0.6699076137
192,0.6688948985
193,0.6678059634
194,0.6667339632
195,0.6656721318
196,0.6661839537
197,0.6672035613
198,0.6682143118
199,0.6692157517
200,0.6834305752
201,0.6828870562
202,0.6817838073
203,0.6806910882
204,0.6796887037
205,0.6786105728
206,0.6775487019
207,0.6765002779
208,0.6755335798
209,0.6744964036
210,0.6734741405
211,0.6724648865
212,0.6715353296
213,0.670535796
214,0.6695515515
215,0.668576368
216,0.6676860681
217,0.6667229977
218,0.6657742376
219,0.6648370686
220,0.6639773195
221,0.6630478902
222,0.6621343911
223,0.6612269008
224,0.6603996918
225,0.6595066575
226,0.6586248932
227,0.657749912
228,0.6569508643
229,0.6560849452
230,0.6552325489
231,0.6543868117
232,0.6536191711
233,0.6527820713
234,0.6519579399
235,0.6511408061
236,0.650397112
237,0.649589431
238,0.6487937668
239,0.6480037981
240,0.6472852957
241,0.6465033777
242,0.6457327307
243,0.6449679514
244,0.6442855835
245,0.6435316827
246,0.6427858024
247,0.6420447709
248,0.6413731826
249,0.6406417875
250,0.6399195639
251,0.6392010354
252,0.6385521843
253,0.6378414416
254,0.6371407168
255,0.6364447769
