0, Original, Efficiency, 0.3153674700, 0
0, Original, Weight, 397149777.0000000000, 0
0, Original, Weight, 391536369.0000000000, 1
0, Original, Weight, 16592362689.0000000000, 2
0, Original, Weight, 16123150252.0000000000, 3
0, Original, Weight, 5789964749.0000000000, 4
0, Original, Weight, 385898904.0000000000, 5
0, Original, Weight, 386228732.0000000000, 6
0, Original, Weight, 385898904.0000000000, 7
0, Original, Weight, 383260279.0000000000, 8
0, Original, Weight, 378312857.0000000000, 9
0, Original, Weight, 378312857.0000000000, 10
0, Original, Weight, 17500164916.0000000000, 11
0, Original, Weight, 15747876398.0000000000, 12
0, Original, Weight, 3212808804.0000000000, 13
0, Original, Weight, 375344404.0000000000, 14
0, Original, Weight, 14653937815.0000000000, 15
0, Original, Weight, 17000000000.0000000000, 16
0, Original, Weight, 15768647183.0000000000, 17
0, Original, Weight, 466712073.0000000000, 18
0, Original, Weight, 4687712752.0000000000, 19
0, Original, Weight, 364460076.0000000000, 20
0, Original, Weight, 364460076.0000000000, 21
0, Original, Weight, 361821451.0000000000, 22
0, Original, Weight, 359563299.0000000000, 23
0, Original, UsedEfficiency, 0.3153674700, 0
0, Knapsack, Weight, 5523917389.0000000000, 0
0, Knapsack, Weight, 5523917389.0000000000, 1
0, Knapsack, Weight, 5523917389.0000000000, 2
0, Knapsack, Weight, 5523917389.0000000000, 3
0, Knapsack, Weight, 5523917389.0000000000, 4
0, Knapsack, Weight, 5523917389.0000000000, 5
0, Knapsack, Weight, 5522596319.0000000000, 6
0, Knapsack, Weight, 5522596319.0000000000, 7
0, Knapsack, Weight, 5522596319.0000000000, 8
0, Knapsack, Weight, 5521927025.0000000000, 9
0, Knapsack, Weight, 5521927025.0000000000, 10
0, Knapsack, Weight, 5521927025.0000000000, 11
0, Knapsack, Weight, 5521926656.0000000000, 12
0, Knapsack, Weight, 5521926656.0000000000, 13
0, Knapsack, Weight, 5521926656.0000000000, 14
0, Knapsack, Weight, 5521844736.0000000000, 15
0, Knapsack, Weight, 5521844736.0000000000, 16
0, Knapsack, Weight, 5521844736.0000000000, 17
0, Knapsack, Weight, 5507986676.0000000000, 18
0, Knapsack, Weight, 5507986676.0000000000, 19
0, Knapsack, Weight, 5507986676.0000000000, 20
0, Knapsack, Weight, 5507745682.0000000000, 21
0, Knapsack, Weight, 5507745682.0000000000, 22
0, Knapsack, Weight, 5507745682.0000000000, 23
0, Knapsack, Efficiency, 0.9991066747, 0
0, Knapsack, UsedEfficiency, 0.9991066747, 0
0, Knapsack, Time, 0.0000714030, 0
0, Karmarkar-Karp, Weight, 5507745682.0000000000, 0
0, Karmarkar-Karp, Weight, 5507745682.0000000000, 1
0, Karmarkar-Karp, Weight, 5507745682.0000000000, 2
0, Karmarkar-Karp, Weight, 5507986676.0000000000, 3
0, Karmarkar-Karp, Weight, 5507986676.0000000000, 4
0, Karmarkar-Karp, Weight, 5507986676.0000000000, 5
0, Karmarkar-Karp, Weight, 5521844736.0000000000, 6
0, Karmarkar-Karp, Weight, 5521844736.0000000000, 7
0, Karmarkar-Karp, Weight, 5521844736.0000000000, 8
0, Karmarkar-Karp, Weight, 5521926656.0000000000, 9
0, Karmarkar-Karp, Weight, 5521926656.0000000000, 10
0, Karmarkar-Karp, Weight, 5521926656.0000000000, 11
0, Karmarkar-Karp, Weight, 5521927025.0000000000, 12
0, Karmarkar-Karp, Weight, 5521927025.0000000000, 13
0, Karmarkar-Karp, Weight, 5521927025.0000000000, 14
0, Karmarkar-Karp, Weight, 5522596319.0000000000, 15
0, Karmarkar-Karp, Weight, 5522596319.0000000000, 16
0, Karmarkar-Karp, Weight, 5522596319.0000000000, 17
0, Karmarkar-Karp, Weight, 5523917389.0000000000, 18
0, Karmarkar-Karp, Weight, 5523917389.0000000000, 19
0, Karmarkar-Karp, Weight, 5523917389.0000000000, 20
0, Karmarkar-Karp, Weight, 5523917389.0000000000, 21
0, Karmarkar-Karp, Weight, 5523917389.0000000000, 22
0, Karmarkar-Karp, Weight, 5523917389.0000000000, 23
0, Karmarkar-Karp, Efficiency, 0.9991066747, 0
0, Karmarkar-Karp, UsedEfficiency, 0.9991066747, 0
0, Karmarkar-Karp, Time, 0.0012642260, 0
0, SFC, Weight, 5123150252.0000000000, 0
0, SFC, Weight, 5000000000.0000000000, 1
0, SFC, Weight, 6061575126.0000000000, 2
0, SFC, Weight, 5061575126.0000000000, 3
0, SFC, Weight, 6000000000.0000000000, 4
0, SFC, Weight, 5000000000.0000000000, 5
0, SFC, Weight, 6000000000.0000000000, 6
0, SFC, Weight, 5000000000.0000000000, 7
0, SFC, Weight, 6000000000.0000000000, 8
0, SFC, Weight, 5000000000.0000000000, 9
0, SFC, Weight, 6000000000.0000000000, 10
0, SFC, Weight, 5123150252.0000000000, 11
0, SFC, Weight, 6000000000.0000000000, 12
0, SFC, Weight, 5268482267.0000000000, 13
0, SFC, Weight, 6125288603.0000000000, 14
0, SFC, Weight, 4875041229.0000000000, 15
0, SFC, Weight, 6000000000.0000000000, 16
0, SFC, Weight, 5000000000.0000000000, 17
0, SFC, Weight, 5375206145.0000000000, 18
0, SFC, Weight, 6125288603.0000000000, 19
0, SFC, Weight, 5666273924.0000000000, 20
0, SFC, Weight, 5352316420.0000000000, 21
0, SFC, Weight, 5416356382.0000000000, 22
0, SFC, Weight, 5881881287.0000000000, 23
0, SFC, Efficiency, 0.9010159507, 0
0, SFC, UsedEfficiency, 0.9010159507, 0
0, SFC, Time, 0.0000637890, 0
0, SFC+Knapsack, Weight, 5592362689.0000000000, 0
0, SFC+Knapsack, Weight, 5530787563.0000000000, 1
0, SFC+Knapsack, Weight, 5061575126.0000000000, 2
0, SFC+Knapsack, Weight, 5061575126.0000000000, 3
0, SFC+Knapsack, Weight, 6000000000.0000000000, 4
0, SFC+Knapsack, Weight, 6000000000.0000000000, 5
