1615219.3999999999,1615219.3999999999,1615219.3999999999,1211565.6399999999,1211565.6399999999,1211565.6399999999,1832348.3600000001,1832348.3600000001,1832348.3600000001,1374412.3600000001,1374412.3600000001,1374412.3600000001,569848.5200000000,569848.5200000000,569848.5200000000,427537.4800000000,427537.4800000000,427537.4800000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000
3,3,3,3,3,0,3,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
1611932.7800000000,1612282.4750000001,1614775.6550000000,1212859.2549999999,1214478.6250000000,1212981.5200000000,1831984.1299999999,1832317.5800000001,1832387.6899999999,1374426.0400000000,1374382.4350000001,1374015.6399999999,569668.9700000000,569850.2300000000,569862.2000000000,427488.7450000000,427605.0250000000,427320.3100000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000
3,3,3,3,3,0,3,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
1600531.3550000000,1599675.5000000000,1613683.8200000001,1214199.8950000000,1229698.4800000000,1220060.9199999999,1831721.6450000000,1832311.5950000000,1832315.0149999999,1374447.4150000000,1374394.4050000000,1373841.2200000000,569494.5500000000,569886.9950000000,569831.4200000000,427506.7000000000,427571.6800000000,427150.1650000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000
3,0,0,3,1,0,3,2,1,2,1,2,2,0,1,1,3,0,3,2,3,3,3,1,2,3,3,2,3,2,2,2,3,0,1,0,2,3,2,1,0,2,3,2,3,1,0,2
1592114.7350000001,1580016.4850000001,1605782.7649999999,1223462.1100000001,1245107.2900000000,1229314.5850000000,1831625.0300000000,1832323.5649999999,1832265.4250000000,1374448.2700000000,1374415.7800000000,1373675.3500000001,569307.3050000001,569889.5600000001,569847.6650000000,427509.2650000000,427569.1150000000,426993.7000000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000
3,0,0,3,1,0,3,2,1,2,1,2,2,0,1,1,3,0,3,2,3,3,3,1,2,3,3,2,3,2,2,2,3,0,1,0,2,3,2,1,0,2,3,2,3,1,0,2
1578368.8999999999,1577975.6000000001,1571862.3500000001,1211339.9199999999,1271137.7649999999,1239929.4099999999,1831507.8950000000,1832322.7100000000,1832341.5200000000,1374414.0700000001,1374302.9199999999,1373549.6650000000,569100.3950000000,569913.5000000000,569887.8500000000,427524.6550000000,427563.9850000000,426838.0900000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,39283.4000000000,39283.4000000000,39283.4000000000,29613.6400000000,29613.6400000000,29613.6400000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000,29632.2000000000,29632.2000000000,29632.2000000000,22338.1200000000,22338.1200000000,22338.1200000000
3,0,0,3,1,0,3,2,1,2,1,2,2,0,1,1,3,0,3,2,3,3,3,1,2,3,3,2,3,2,2,2,3,0,1,0,2,3,2,1,0,2,3,2,3,1,0,2
