step,step_time
1,2.890220268
2,1.951628703
3,1.949307794
4,2.039295269
5,2.051275586
6,1.952276984
7,1.952874006
8,2.146663601
9,2.350595686
10,2.144029778
11,1.999002067
12,2.011862082
13,2.112258591
14,2.02715929
15,2.034818479
16,2.044920593
17,2.778661279
18,2.049052987
19,2.415455142
20,2.431371034
21,2.150630783
22,2.379940491
23,2.056550713
24,2.062968221
25,2.153877165
26,2.05836397
27,2.058246986
28,2.063130965
29,2.153385376
30,2.058136512
31,2.058385733
32,2.063341822
33,2.154649554
34,2.056757362
35,2.056398991
36,2.061125036
37,2.152212274
38,2.055505768
39,2.055516298
40,2.059939079
41,2.151447178
42,2.054390386
43,2.055287316
44,2.060822042
45,2.150747478
46,2.055134405
47,2.054852107
48,2.059466043
49,2.150153075
50,2.948473815
51,2.867839808
52,2.058901984
53,2.15016134
54,2.054454771
55,2.053856848
56,2.060874248
57,2.151829782
58,2.061185749
59,2.054007118
60,2.058412698
61,2.149905259
62,2.053550596
63,2.053426477
64,2.06021187
65,2.150812279
66,2.05542849
67,2.053714904
68,2.05855379
69,2.150431264
70,2.054223114
71,2.053504368
72,2.059548419
73,2.150055619
74,2.054455122
75,2.053694745
76,2.058757604
77,2.149741203
78,2.053484008
79,2.054909749
80,2.058694813
81,2.14974481
82,2.052967742
83,2.056305372
84,2.059401229
85,2.149698333
86,2.053679012
87,2.058881103
88,2.058513533
89,2.149834787
90,2.053336471
91,2.053204296
92,2.41662459
93,2.149979194
94,2.055596873
95,2.052682618
96,5.808206642
97,6.471420107
98,6.186665951
99,6.177332827
100,16.18948999
101,1.550232081
102,1.235810808
103,0.920613015
104,0.955221163
105,1.378546342
106,0.920278089
107,0.922243222
108,0.955553624
109,0.918370316
110,0.921926311
111,0.920430383
112,0.954300846
113,0.918805216
114,0.920634187
115,0.920787763
116,0.954618299
117,0.918386648
118,0.921043337
119,0.920688792
120,0.955358988
121,0.91894713
122,0.920441565
123,0.920513674
124,0.954971881
125,0.919247359
126,0.921017056
127,0.921369665
128,0.955222465
129,0.918899888
130,0.920928886
131,0.921702188
132,0.955087604
133,0.919720903
134,0.921124924
135,0.921151566
136,0.955768679
137,0.919247219
138,0.921244585
139,0.921314189
140,0.955511944
141,0.919862297
142,0.921563641
143,0.921614609
144,0.956333179
145,0.920420605
146,0.921499657
147,0.921263982
148,0.956724895
149,0.920146906
150,1.263264434
151,1.173408949
152,0.956978976
153,0.920849562
154,0.921999461
155,0.922590373
156,0.956413865
157,0.920695665
158,0.922089957
159,0.922293981
160,0.956550439
161,0.921187886
162,0.922027085
163,0.922489939
164,0.956921585
165,0.920757955
166,0.922459089
167,0.923093306
168,0.956644009
169,0.920639195
170,0.921450682
171,0.921386769
172,0.956588861
173,0.923936603
174,0.921798424
175,0.923013681
176,0.95664501
177,0.920386948
178,0.922801061
179,1.292358503
180,0.957190804
181,0.921550245
182,0.92285715
183,0.924081974
184,0.957777707
185,0.922063817
186,0.923397533
187,0.923988383
188,0.958424817
189,0.9219411
190,0.923053628
191,0.923584874
192,0.958356977
193,0.926279499
194,0.923367354
195,0.923497516
196,1.550157616
197,1.772463385
198,1.772902253
199,1.773092239
200,13.71488878
201,1.180642896
202,0.923378296
203,0.924006018
204,0.96033196
205,0.923114787
206,0.924120047
207,0.924024423
208,0.958637608
209,0.923334099
210,0.923709826
211,0.923769651
212,0.958648219
213,0.923279254
214,0.92391929
215,0.92458743
216,0.959311498
217,0.922721608
218,0.924057136
219,0.92463467
220,0.959031785
221,0.923521254
222,0.92429631
223,0.924497087
224,0.959136427
225,0.922727642
226,0.92500007
227,0.924153064
228,0.959457968
229,0.92263881
230,0.925208642
231,0.924720439
232,0.958979154
233,0.923385211
234,0.924895337
235,0.924605146
236,0.959080349
237,0.9245915
238,0.924696042
239,0.925225243
240,0.959369647
241,0.924002723
242,0.924638731
243,0.925810474
244,0.958897816
245,0.923296509
246,0.924816204
247,0.925021089
248,0.959599361
249,0.923474633
250,1.268137326
251,1.177406258
252,0.961843383
253,0.923425639
254,0.924985069
255,0.925424258
256,0.960801031
257,0.924220343
258,0.92501643
259,0.925628141
260,0.959970788
261,0.923735387
262,0.925177271
263,0.925616849
264,0.960150405
