step,avg_time
1,1.112300488
2,0.9172194925
3,0.8518825233
4,0.8409452012
5,0.8220702662
6,0.8054042655
7,0.7933853587
8,0.7858968604
9,0.7820502931
10,0.7772475507
11,0.7737829156
12,0.7867374961
13,0.7854749489
14,0.7827933114
15,0.7805528837
16,0.7792665971
17,0.7791579671
18,0.7777236296
19,0.7764640372
20,0.7758348938
21,0.7760114566
22,0.7911896294
23,0.7896269144
24,0.7886234731
25,0.7883025229
26,0.7870605198
27,0.7859003076
28,0.7851709185
29,0.7974362276
30,0.7960631919
31,0.7947725676
32,0.7938628758
33,0.7934704947
34,0.7923552019
35,0.7912971359
36,0.7905627379
37,0.7902920857
38,0.7893697268
39,0.7885132815
40,0.7879406624
41,0.7877674502
42,0.7869922564
43,0.786271114
44,0.7857844879
45,0.7925848336
46,0.7917702843
47,0.7909852366
48,0.7904531752
49,0.7902465387
50,0.7895465404
51,0.7888684791
52,0.7884063779
53,0.7882553923
54,0.7876372835
55,0.7870526866
56,0.7866712732
57,0.7865635502
58,0.7860260989
59,0.7855057714
60,0.7851838192
61,0.7851059323
62,0.7846311869
63,0.7841686793
64,0.7838792598
65,0.7838300197
66,0.7833985738
67,0.7829806712
68,0.7827225759
69,0.7827047372
70,0.7823199116
71,0.7819477919
72,0.7817268149
73,0.7817146546
74,0.7813742994
75,0.7810334021
76,0.7808372209
77,0.7808434598
78,0.7805274254
79,0.78022319
80,0.7800459152
81,0.7800600661
82,0.7797733131
83,0.7794955588
84,0.7793412401
85,0.7793668431
86,0.7791019526
87,0.7788373725
88,0.7786931931
89,0.7787316866
90,0.7784857382
91,0.7782489318
92,0.778126505
93,0.7781718332
94,0.7779444116
95,0.777721295
96,0.7901274485
97,0.8034700239
98,0.8173232801
99,0.8309035213
100,0.8769996442
101,0.8743163746
102,0.8703890058
103,0.8665541435
104,0.862946937
105,0.859217367
106,0.8555780555
107,0.8520076798
108,0.8486673583
109,0.8452067337
110,0.8418284775
111,0.8385260307
112,0.835429454
113,0.8322089098
114,0.8290672574
115,0.8259803747
116,0.8230998194
117,0.8200940181
118,0.8171593842
119,0.8142800884
120,0.8115937369
121,0.8087826642
122,0.8060389155
123,0.8033429982
124,0.8008331438
125,0.7982018861
126,0.7956311996
127,0.7931024784
128,0.7907507876
129,0.78827762
130,0.785862284
131,0.7835013684
132,0.7812938843
133,0.7789679935
134,0.7766932482
135,0.7744563083
136,0.7723802155
137,0.7701924974
138,0.7680506809
139,0.765945546
140,0.7639971187
141,0.7619310849
142,0.7599070607
143,0.7579144472
144,0.756074989
145,0.7541176483
146,0.7522046512
147,0.7503201453
148,0.7485819658
149,0.7467321039
150,0.7449234525
151,0.7431396435
152,0.7414949384
153,0.7397393139
154,0.7380197851
155,0.736324182
156,0.7347649105
157,0.7330959409
158,0.7314802169
159,0.7298734394
160,0.7283928872
161,0.7268067517
162,0.7252537173
163,0.7237243729
164,0.7223219242
165,0.7208131058
166,0.7193329177
167,0.7178784293
168,0.7165472472
169,0.7151116085
170,0.7137098173
171,0.7123233103
172,0.7110560825
173,0.7096879231
174,0.7083480399
175,0.7070239696
176,0.7058182474
177,0.704509644
178,0.7032298309
179,0.7019628736
180,0.7008111343
181,0.6995684796
182,0.6983422758
183,0.6971332719
184,0.6960328908
185,0.69483986
186,0.6936712157
187,0.6925160518
188,0.6914690468
189,0.6903237565
190,0.6892041971
191,0.688099528
192,0.6870958726
193,0.6859974111
194,0.6849239147
195,0.683862913
196,0.6844187045
197,0.6855753343
198,0.6867223283
199,0.6878606956
200,0.7030602358
201,0.702608321
202,0.7014977359
203,0.70039897
204,0.699397931
205,0.6983049075
206,0.6972370684
207,0.69617926
208,0.695218527
209,0.6941683408
210,0.6931398183
211,0.6921232998
212,0.6912044129
213,0.6901936478
214,0.6892056273
215,0.688228869
216,0.6873449085
217,0.6863711761
218,0.6854180057
219,0.6844744063
220,0.6836223111
221,0.6826834449
222,0.6817655828
223,0.6808558645
224,0.6800357729
225,0.6791294155
226,0.678242503
227,0.6773650196
228,0.6765733616
229,0.6756981856
230,0.6748418976
231,0.6739930207
232,0.6732297894
233,0.6723861137
234,0.6715638682
235,0.6707454561
236,0.6700107527
237,0.6691946924
238,0.6683957361
239,0.667604172
240,0.6668937765
241,0.6661039334
242,0.6653304769
243,0.6645643434
244,0.6638784451
245,0.6631147733
246,0.662367384
247,0.6616274119
248,0.6609648163
249,0.6602244564
250,0.6595012266
