step,step_time
1,1.407586729
2,0.879641698
3,0.878818146
4,1.007279005
5,0.887873875
6,0.880430193
7,1.032941592
8,1.078544411
9,1.050003199
10,1.174199463
11,1.079576035
12,0.936455644
13,0.909643414
14,0.909361088
15,0.912741665
16,0.950678222
17,1.741104149
18,1.48513862
19,1.472025987
20,1.288625587
21,1.235544118
22,0.920153504
23,0.920482922
24,0.956855505
25,0.926371257
26,0.921029138
27,0.920612292
28,1.323689641
29,0.92435621
30,0.920324776
31,0.920275451
32,0.956939477
33,0.924926403
34,1.271239369
35,0.91994
36,0.956120249
37,0.923729695
38,0.919849826
39,0.919263915
40,0.955387092
41,0.923495493
42,0.918539584
43,0.918945108
44,0.955354409
45,0.92260449
46,0.918479297
47,0.918163858
48,0.955125106
49,0.922386339
50,1.320078193
51,1.267679157
52,0.954810954
53,0.922403379
54,0.918882343
55,0.918445238
56,0.95504705
57,0.923479479
58,0.917727531
59,0.919114662
60,0.954870829
61,0.922181159
62,0.918016419
63,0.918876001
64,0.954837274
65,0.921883905
66,0.91768594
67,0.917640403
68,0.954856181
69,0.921811615
70,0.917805932
71,0.917733913
72,0.955042793
73,0.92188603
74,0.917854617
75,0.917803698
76,0.954575198
77,0.923137299
78,0.919864331
79,0.917876198
80,0.956109955
81,0.921558997
82,0.918033673
83,0.917741347
84,0.955203142
85,0.924793449
86,0.918608293
87,0.917942086
88,0.954826494
89,0.921650103
90,0.920006907
91,0.920941513
92,0.954949201
93,0.922628806
94,0.917847272
95,0.917811323
96,3.135180841
97,3.300098028
98,3.174163865
99,3.401167105
100,16.8769744
101,0.970456582
102,0.849031827
103,0.495282539
104,0.510701973
105,0.494771061
106,0.494622885
107,0.496996332
108,0.512513555
109,0.494626662
110,0.494772093
111,0.496342067
112,0.508831969
113,0.494695194
114,0.497348523
115,0.498122619
116,0.510989239
117,0.497006331
118,0.496476778
119,0.500950415
120,0.516036273
121,0.498317786
122,0.498062142
123,0.494933134
124,0.510409368
125,0.496402114
126,0.496338691
127,0.497356458
128,0.508820556
129,0.494203304
130,0.495084748
131,0.494778786
132,0.51030143
133,0.494592125
134,0.495409344
135,0.494974224
136,0.508802962
137,0.49450155
138,0.497468054
139,0.495153149
140,0.509218195
141,0.494462776
142,0.494577777
143,0.49670582
144,0.508486411
145,0.494534233
146,0.495016876
147,0.496025105
148,0.508797
149,0.494785238
150,0.677096661
151,0.611867171
152,0.510890698
153,0.49765222
154,0.494948845
155,0.496454175
156,0.508701687
157,0.494296524
158,0.494812221
159,0.494344667
160,0.50895633
161,0.858726063
162,0.495469932
163,0.494375787
164,0.508869832
165,0.494610351
166,0.49466174
167,0.494805508
168,0.509146877
169,0.495061542
170,0.494976908
171,0.494829735
172,0.508947522
173,0.495870226
174,0.496710119
175,0.494674675
176,0.508880002
177,0.494866916
178,0.494798264
179,0.494501781
180,0.509152438
181,0.493972187
182,0.494485169
183,0.494589109
184,0.508749189
185,0.496322269
186,0.494772294
187,0.494772032
188,0.509440445
189,0.494195599
190,0.494885742
191,0.494329898
192,0.509238434
193,0.494499887
194,0.494680987
195,0.494451804
196,0.833111875
197,0.936687953
198,0.936920061
199,0.938597263
200,17.1580381
201,0.614256325
202,0.494685337
203,0.494964546
204,0.510368972
205,0.49765086
206,0.495336626
207,0.495092713
208,0.509320004
209,0.494758719
210,0.494658605
211,0.49499766
212,0.508968465
213,0.494783988
214,0.495160154
215,0.495142681
216,0.508954197
217,0.494752928
218,0.495057567
219,0.495635173
220,0.508703132
221,0.494813094
222,0.495372806
223,0.495234789
224,0.508858422
225,0.49484217
226,0.495177007
227,0.494693924
228,0.508688634
229,0.495034141
230,0.494939619
231,0.495243005
232,0.509293693
233,0.497490078
234,0.494665238
235,0.499029142
236,0.508968103
237,0.49436107
238,0.495269486
239,0.495114005
240,0.509355221
241,0.495879886
242,0.494915272
243,0.494604781
244,0.509408285
245,0.494285815
246,0.495102323
247,0.495200623
248,0.509084409
249,0.495078467
250,0.676081628
251,0.612527594
252,0.509066895
253,0.494692601
254,0.494523484
255,0.495119135
256,0.509024132
257,0.494564793
258,0.494337213
259,0.494782375
260,0.509807667
261,0.494610402
262,0.495236803
263,0.495476626
264,0.512079809
265,0.498161526
266,0.494715095
267,0.49492465
268,0.509112493
269,0.49549941
270,0.494929559
271,0.495682134
272,0.509140287
273,0.495234609
274,0.494936683
275,0.845407237
276,0.509619422
277,0.494995226
278,0.494893529
279,0.495224349
280,0.509160095
281,0.49465586
282,0.495023971
283,0.495114386
284,0.509094548
285,0.494879883
286,0.495210111
287,0.495216944
288,0.509504862
289,0.494871617
290,0.494891986
291,0.494755112
292,0.510116434
293,0.494771653
294,0.49588249
295,0.494811421
296,0.834324716
297,0.939199617
298,0.936824747
299,0.93780889
300,16.19179383
301,0.613647643
302,0.495399972
303,0.495342221
304,0.509820878
305,0.495273707
306,0.495998419
307,0.495349915
308,0.509897106
309,0.496042874
310,0.495756391
311,0.495571985
312,0.509948966
313,0.495182131
314,0.49543007
315,0.495602584
316,0.509987329
317,0.495374633
318,0.495620388
319,0.500789991
320,0.510922206
321,0.495699271
322,0.835224759
323,0.496465382
324,0.510176515
325,0.496111768
326,0.496046121
327,0.496386008
328,0.510758821
329,0.496093823
330,0.496041733
331,0.496549785
332,0.510924461
333,0.496409383
334,0.496222533
335,0.496798826
336,0.510881979
337,0.496694936
338,0.496535847
339,0.497439153
340,0.511890328
341,0.497792396
342,0.498236195
343,0.498615789
344,0.513079125
345,0.498214763
346,0.498640446
347,0.499388422
348,0.513476986
349,0.498650254
350,0.680513935
351,0.617313439
352,0.513919871
353,0.498774675
354,0.499047233
355,0.499682159
356,0.513585264
357,0.499127748
358,0.499508363
359,0.499527621
360,0.513933728
361,0.499220337
362,0.500749271
363,0.499888949
364,0.514396532
365,0.499450603
366,0.499858711
367,0.50060858
368,0.515845994
369,0.500981992
370,0.50142095
371,0.501791687
372,0.515828801
373,0.501020717
374,0.50149821
375,0.501811205
376,0.516420945
377,0.50157023
378,0.503840067
379,0.505746712
380,0.516655498
381,0.502159077
382,0.505356557
383,0.50250155
384,0.517153702
385,0.502373972
386,0.503351562
387,0.504046024
388,0.518378058
389,0.503490712
390,0.504217646
391,0.504500213
392,0.518940155
393,0.504072225
394,0.504795293
395,0.505147934
396,0.846889304
397,0.954078544
398,0.953868098
399,0.955313561
400,17.48103308
401,0.630076858
402,0.507238117
403,0.507203711
404,0.521573919
405,0.507215154
406,0.507622241
407,0.507313553
408,0.521488003
409,0.50695522
410,0.507394639
411,0.509099716
412,0.522947515
413,0.508535174
414,0.509179941
415,0.510363599
416,0.523972575
417,0.509305214
418,0.51041615
419,0.51029714
420,0.524356067
421,0.510213018
422,0.511243029
423,0.511554922
424,0.526611487
425,0.511329736
426,0.512041352
427,0.51283161
428,0.526682674
429,0.512295694
430,0.515482815
431,0.514213661
432,0.52826864
433,0.513660872
434,0.514249771
435,0.514624235
436,0.52869845
437,0.514584067
438,0.514742904
439,0.515988161
440,0.530455637
441,0.516069749
442,0.516565297
443,0.517423727
444,0.531029838
445,0.517009736
446,0.516923941
447,0.517991204
448,0.532915663
449,0.518792983
450,0.708837054
451,0.645860378
452,0.53373723
453,0.519616595
454,0.520144636
455,0.520337048
456,0.53520025
457,0.521194225
458,0.523449104
459,0.521784275
460,0.535851698
461,0.522061351
462,0.522151145
463,0.523155737
464,0.5377923
465,0.523468481
466,0.523937197
467,0.524531435
468,0.53812349
469,0.524171811
470,0.524741832
471,0.525465612
472,0.539972484
473,0.525827091
474,0.526263865
475,0.526798047
476,0.541386206
477,0.526914943
478,0.528188795
479,0.528658093
480,0.542922577
481,0.528570333
482,0.52893626
483,0.529231178
484,0.543927226
485,0.529737938
486,0.529556808
487,0.532574441
488,0.544392125
489,0.529921403
490,0.530003651
491,0.530222635
492,0.544102304
493,0.529755372
494,0.530442119
495,0.53049439
496,0.882286293
497,0.998784007
498,0.999226672
499,0.999119896
500,21.29303695
501,0.661830045
502,0.534346386
503,0.531650024
504,0.545371539
505,0.531495435
506,0.531192289
507,0.531506767
508,0.54544997
509,0.530893662
510,0.531470527
511,0.531416963
512,0.54563667
513,0.531255862
514,0.531380283
515,0.531647028
516,0.545545955
517,0.531583856
518,0.53145629
519,0.531638262
520,0.546194799
521,0.531682096
522,0.532153527
523,0.532188314
524,0.545982649
525,0.531116343
526,0.531807899
527,0.532458036
528,0.546185832
529,0.531247576
530,0.534200855
531,0.535955416
532,0.545976658
533,0.53154968
534,0.53182375
535,0.53228423
536,0.546214517
537,0.531210113
538,0.532777534
539,0.53184949
540,0.546160803
541,0.531952268
542,0.531709719
543,0.531928191
544,0.546223125
545,0.531539701
546,0.53256365
547,0.531729357
548,0.546169591
549,0.532126495
550,0.727188165
551,0.663357648
552,0.546361932
553,0.532916102
554,0.532417658
555,0.5325793
556,0.546905734
557,0.533535809
558,0.532198594
559,0.53226903
560,0.546591617
561,0.533480124
562,0.532438747
563,0.53283273
564,0.546502683
565,0.532340938
566,0.53271948
567,0.532111175
568,0.547000324
569,0.532355558
570,0.532653833
571,0.533517182
572,0.546311473
573,0.531805023
574,0.532798943
575,0.5327866
576,0.546691478
577,0.532206379
578,0.532381477
579,0.532535074
580,0.546461634
581,0.53254854
582,0.53277626
583,0.532830896
584,0.546948194
585,0.534427712
586,0.532743958
587,0.532913646
588,0.547219298
589,0.533684495
590,0.532752163
591,0.533295574
592,0.547270417
593,0.532969734
594,0.89862222
595,0.533135906
596,0.884735978
597,1.001209507
598,1.001204207
599,1.001656441
600,17.42574602
601,0.66535467
602,0.532970976
603,0.533056943
604,0.547012168
605,0.532686146
606,0.532446101
607,0.533237822
608,0.547261981
609,0.532456682
610,0.533435624
611,0.532949624
612,0.547744042
613,0.532503372
614,0.533115195
615,0.533041202
616,0.547465164
617,0.532665496
618,0.533483127
619,0.533330111
620,0.547462107
621,0.53352103
622,0.533104014
623,0.533534556
624,0.547221953
625,0.532743306
626,0.533409894
627,0.53331931
628,0.547631355
629,0.53341753
630,0.533632996
631,0.533703843
632,0.547839528
633,0.533249906
634,0.533769761
635,0.533576347
636,0.548064802
637,0.533691479
638,0.534133614
639,0.534410288
640,0.548040094
641,0.533238513
642,0.533750563
643,0.533592808
644,0.547885907
645,0.53320034
646,0.533830663
647,0.533689259
648,0.548472093
649,0.533569727
650,0.729342786
651,0.664879121
652,0.548742756
653,0.533396723
654,0.533933401
655,0.534085425
656,0.548139931
657,0.53327114
658,0.53411898
659,0.533805073
660,0.548081239
661,0.533419568
662,0.534090174
663,0.533600617
664,0.552299882
665,0.53309976
666,0.533847966
667,0.534001353
668,0.551985915
669,0.533238157
670,0.534542559
671,0.533867984
672,0.548354526
673,0.533401513
674,0.534375005
675,0.534121514
676,0.548283018
677,0.533524881
678,0.534274811
679,0.534156913
680,0.548362902
681,0.533891731
682,0.534264951
683,0.534291744
684,0.548689313
685,0.534111295
686,0.535085858
687,0.534133308
688,0.549362775
689,0.53587291
690,0.534457434
691,0.535218625
692,0.548810206
693,0.533724518
694,0.534329796
695,0.534324598
696,0.886495322
697,1.003243449
698,1.004080938
699,1.003434749
700,17.18797582
701,0.66736723
702,0.5348797
703,0.534617132
704,0.550477811
705,0.534111285
706,0.534469658
707,0.535119433
708,0.548849733
709,0.53423772
710,0.534860092
711,0.538217972
712,0.548831247
713,0.534464267
714,0.534755651
