step,avg_time
1,1.92170134
2,1.602428401
3,1.495856924
4,1.477211931
5,1.441631698
6,1.415226947
7,1.396531227
8,1.389449661
9,1.410527805
10,1.41819927
11,1.418835062
12,1.415442218
13,1.409185291
14,1.429764366
15,1.448075388
16,1.444935396
17,1.439447977
18,1.434216227
19,1.42961581
20,1.428452087
21,1.425145557
22,1.421783834
23,1.418703155
24,1.418345507
25,1.416052434
26,1.413583471
27,1.411300655
28,1.411269242
29,1.40952987
30,1.407609409
31,1.405801878
32,1.405934452
33,1.404530118
34,1.402978379
35,1.401496172
36,1.40171535
37,1.400566937
38,1.399254081
39,1.398002804
40,1.398280415
41,1.397322993
42,1.396205863
43,1.395141605
44,1.395457964
45,1.394630439
46,1.393657054
47,1.392719577
48,1.393043944
49,1.392340546
50,1.391476662
51,1.390685503
52,1.391028661
53,1.390458182
54,1.38971512
55,1.389012356
56,1.389368281
57,1.388824055
58,1.388137605
59,1.387482314
60,1.387827708
61,1.387348422
62,1.386772014
63,1.386176701
64,1.386597273
65,1.386152434
66,1.385619033
67,1.385120519
68,1.385463398
69,1.385078598
70,1.384566941
71,1.38407152
72,1.384443352
73,1.384075299
74,1.383609019
75,1.383153031
76,1.383484349
77,1.383140853
78,1.382709323
79,1.382291374
80,1.382623269
81,1.38231155
82,1.381914465
83,1.38152093
84,1.381843192
85,1.381559773
86,1.381174921
87,1.380820931
88,1.381212341
89,1.380942622
90,1.380584094
91,1.380233604
92,1.380558486
93,1.380330565
94,1.379997564
95,1.379676776
96,1.406494631
97,1.435354836
98,1.463462771
99,1.489515124
100,1.620936601
101,1.612418636
102,1.602559653
103,1.596460783
104,1.587149931
105,1.577829377
106,1.568668726
107,1.559683749
108,1.551061753
109,1.542402446
110,1.533914491
111,1.525560199
112,1.517543992
113,1.509504048
114,1.501586746
115,1.493810113
116,1.486352829
117,1.4788321
118,1.471444134
119,1.464180082
120,1.457218199
121,1.450194159
122,1.443282081
123,1.43648165
124,1.429965467
125,1.423380244
126,1.416897409
127,1.410521917
128,1.404414747
129,1.398233064
130,1.392147594
131,1.38615238
132,1.380417835
133,1.374604538
134,1.371206713
135,1.365551612
136,1.360139486
137,1.35464818
138,1.349232775
139,1.343895767
140,1.338788587
141,1.333603344
142,1.328489536
143,1.323452557
144,1.318637733
145,1.313737862
146,1.308924186
147,1.304155661
148,1.299597365
149,1.297416258
150,1.292818457
151,1.288280641
152,1.283944237
153,1.279524195
154,1.275166167
155,1.270864238
156,1.266755025
157,1.262556893
158,1.258412748
159,1.254320333
160,1.250418339
161,1.246425185
162,1.242484861
163,1.238592406
164,1.23488003
165,1.231081032
166,1.227328188
167,1.223621111
168,1.220085851
169,1.216465914
170,1.212888444
171,1.209351116
172,1.205977398
173,1.202521202
174,1.199106794
175,1.195728805
176,1.192513093
177,1.189214724
178,1.187958857
179,1.184720843
180,1.181639446
181,1.178474722
182,1.175342817
183,1.172245721
184,1.169299774
185,1.166270901
186,1.163274874
187,1.160308463
188,1.157490441
189,1.154585504
190,1.151711859
191,1.148867982
192,1.146166777
193,1.143385058
194,1.140630111
195,1.137906515
196,1.137298993
197,1.137375707
198,1.137452831
199,1.137528903
200,1.193853382
201,1.191693036
202,1.188808947
203,1.185956951
204,1.183234828
205,1.180430138
206,1.177672013
207,1.174925988
208,1.172309252
209,1.169612702
210,1.166945515
211,1.164302988
212,1.161785852
213,1.159189091
214,1.156617941
215,1.154072146
216,1.151649231
217,1.149145128
218,1.146662674
219,1.144202085
220,1.141861621
221,1.139446367
222,1.137052634
223,1.134678513
224,1.132422807
225,1.130091585
226,1.127782727
227,1.125492541
228,1.123315779
229,1.12106463
