step,avg_time
1,1.403892286
2,1.156497976
3,1.073382697
4,1.066549825
5,1.036697481
6,1.015259943
7,1.027031612
8,1.018266992
9,1.032640087
10,1.044910057
11,1.050893285
12,1.04487112
13,1.036663145
14,1.056603444
15,1.049177468
16,1.06514321
17,1.076772586
18,1.069843196
19,1.082769618
20,1.094129594
21,1.087392938
22,1.095767352
23,1.104917821
24,1.115803869
25,1.122272648
26,1.115794914
27,1.122250621
28,1.117880349
29,1.112206676
30,1.106907568
31,1.101956441
32,1.098756738
33,1.094343867
34,1.09019482
35,1.09643901
36,1.093734706
37,1.089935365
38,1.086328834
39,1.082959704
40,1.080851161
41,1.077763346
42,1.074774305
43,1.071914748
44,1.07025022
45,1.06763956
46,1.065113791
47,1.062726382
48,1.067791284
49,1.065415871
50,1.063132631
51,1.060947319
52,1.059765793
53,1.057715672
54,1.055750327
55,1.053851824
56,1.052844565
57,1.051069979
58,1.049343855
59,1.047680791
60,1.046844811
61,1.045271045
62,1.043779878
63,1.042314715
64,1.041635706
65,1.040251804
66,1.038905576
67,1.037616077
68,1.037039415
69,1.035787052
70,1.034575957
71,1.033400776
72,1.032912471
73,1.031801732
74,1.030708481
75,1.029651353
76,1.02924287
77,1.028223229
78,1.027233207
79,1.026265319
80,1.025909556
81,1.024983331
82,1.024081374
83,1.02319572
84,1.02291272
85,1.022079344
86,1.021298441
87,1.020484441
88,1.020246145
89,1.019465466
90,1.018709261
91,1.017985309
92,1.017757542
93,1.017048988
94,1.016343123
95,1.01565466
96,1.036913971
97,1.0594751
98,1.082882539
99,1.103505269
100,1.263789021
101,1.260694511
102,1.253218915
103,1.245936593
104,1.238956086
105,1.235367767
106,1.228408034
107,1.221600142
108,1.215068955
109,1.208474233
110,1.202020432
111,1.195682881
112,1.189633224
113,1.183515823
114,1.177501939
115,1.171597521
116,1.165943038
117,1.160215041
118,1.154603163
119,1.149083736
120,1.143802701
121,1.138445319
122,1.133193622
123,1.128028044
124,1.123088501
125,1.118068419
126,1.113143656
127,1.108303669
128,1.103671307
129,1.098955922
130,1.094332553
131,1.092582864
132,1.088210569
133,1.083757644
134,1.079382352
135,1.075075785
136,1.070958245
137,1.066758388
138,1.062633657
139,1.058572032
140,1.054692703
141,1.050727782
142,1.046832995
143,1.043001394
144,1.039338248
145,1.035589444
146,1.031905124
147,1.028269655
148,1.024809737
149,1.021259099
150,1.017774848
151,1.014332687
152,1.011055643
153,1.007705341
154,1.004393528
155,1.001127014
156,0.9980186717
157,0.9948312583
158,0.9916889588
159,0.9885836294
160,0.9856261545
161,0.9825856156
162,0.9795935765
163,0.9766378285
164,0.9738277263
165,0.9709316839
166,0.9680805386
167,0.9652696836
168,0.9625929062
169,0.9598328114
170,0.9571139992
171,0.954430309
172,0.9518807556
173,0.9492459857
174,0.9466510552
175,0.9440907184
176,0.9416573529
177,0.9391382481
178,0.9366599549
179,0.9342101294
180,0.9318865869
181,0.9294794166
182,0.9271082979
183,0.9247703689
184,0.9225485927
185,0.9202437196
186,0.9179738651
187,0.9157291154
188,0.9136150363
189,0.911409806
190,0.9092332022
191,0.9070816395
192,0.9050427671
193,0.902925489
194,0.9008378647
195,0.8987709132
196,0.8984002067
197,0.8986728198
198,0.8989435013
199,0.8992172293
200,0.9726523453
201,0.9710008918
202,0.9686726915
203,0.9663574873
204,0.9641490559
205,0.9618658096
206,0.9596143997
207,0.9573850378
208,0.9552614027
209,0.9530642426
210,0.9508975826
211,0.9487517675
212,0.9467116682
213,0.944597177
214,0.9425108924
215,0.9404433139
216,0.9384771928
217,0.9364383385
218,0.9344283537
219,0.932435961
220,0.9305425949
221,0.9285785823
222,0.9266407708
223,0.9247190958
224,0.9228950533
225,0.9210010617
226,0.9191319773
227,0.9172794416
228,0.9155196067
229,0.9136897145
230,0.9118858279
231,0.9100951621
232,0.9083973739
233,0.9066287515
234,0.9048829709
235,0.9031518359
236,0.901515392
237,0.8998056839
238,0.8981198615
239,0.8964489349
240,0.8948654221
241,0.8932123126
242,0.8915803777
243,0.8899617129
244,0.8884299539
245,0.8868298701
246,0.8852515316
247,0.8836886748
248,0.8822065204
249,0.8806583097
250,0.8791301472
251,0.8776139835
252,0.8761826156
253,0.8746814499
254,0.8732018925
255,0.8717336247
256,0.870350254
257,0.8688960382
258,0.8674617842
259,0.8660368304
260,0.8646920384
261,0.8632818372
262,0.8618891047
263,0.8605078256
264,0.8592057062
265,0.8578379237
266,0.85648714
267,0.8551473941
268,0.8538849144
269,0.8525561539
270,0.851245369
271,0.8499450067
272,0.8487190478
273,0.8474312119
274,0.8461589605
275,0.844897326
276,0.8437081414
277,0.842455097
278,0.8412182602
279,0.8399913487
280,0.8388355886
281,0.8376212233
282,0.8364209706
283,0.8352282479
284,0.8341080836
285,0.832924234
286,0.8317565448
287,0.8305964654
288,0.8295065055
289,0.8283564362
290,0.8272203064
291,0.8260944169
292,0.8250358655
293,0.823916043
294,0.8228102834
295,0.821712501
296,0.8217324894
297,0.8221781979
298,0.822623336
299,0.8230613652
300,0.8711866402
301,0.8704307205
302,0.8692019627
303,0.8679821096
304,0.8668297137
305,0.8656167219
306,0.8644336725
307,0.8632447945
308,0.8621225917
309,0.8609418758
310,0.8597736199
311,0.8586142187
312,0.8575235736
313,0.8563825166
314,0.8552442515
315,0.8541145079
316,0.8530483334
317,0.8519264967
318,0.8508186443
319,0.8497174221
320,0.8486784139
321,0.8475835514
322,0.8465014316
323,0.8454290125
324,0.8444167817
325,0.8433488185
326,0.8422947619
327,0.8412464205
328,0.8402606431
329,0.8392184847
330,0.838190583
331,0.8371679098
332,0.8362037475
333,0.835185535
334,0.8341805861
335,0.8331815743
336,0.8322525358
337,0.8312603032
338,0.830278727
339,0.8293017732
340,0.8283850495
341,0.8274133499
342,0.8264546918
343,0.8255042042
344,0.824609136
345,0.8236598691
346,0.8227241992
347,0.8217942399
348,0.8209220438
349,0.8200051293
350,0.8190896318
351,0.8181784996
352,0.8173240683
353,0.8164179097
354,0.8155235222
355,0.8146330157
356,0.8137981622
357,0.8129113174
358,0.812037135
359,0.8111693228
360,0.810353709
361,0.8094881026
362,0.8086324753
363,0.807782636
364,0.8069871074
365,0.8061394309
366,0.8053030755
367,0.8044723259
368,0.8036922179
369,0.8028626135
370,0.8020430806
371,0.8012276858
372,0.8004660283
373,0.7996605459
374,0.7988593304
375,0.7980612967
376,0.7973149039
377,0.7965211108
378,0.7957359667
379,0.7949593829
380,0.7942301644
381,0.7934525908
382,0.7926849173
383,0.7919206922
384,0.7912069071
385,0.7904447961
386,0.7896918573
387,0.7889444344
388,0.7882463445
389,0.7874993973
390,0.7867626572
391,0.7860294498
392,0.7853464533
393,0.7846147051
394,0.7838923656
395,0.7831743334
396,0.7832878915
397,0.7837211351
398,0.7841528426
399,0.7845820318
400,0.8175608278
401,0.8171266252
402,0.8163378175
403,0.8155537705
404,0.8148168739
405,0.8140353473
406,0.8132628543
407,0.8124929793
408,0.8117706085
409,0.8110085557
410,0.8102500108
411,0.8094952283
412,0.808788653
413,0.8080373141
414,0.807294229
415,0.8065538468
416,0.8058615535
417,0.8051229722
418,0.8043932677
419,0.8036675473
420,0.8029876263
421,0.8022659197
422,0.8015531686
423,0.8008404467
424,0.8001750654
425,0.799467715
426,0.7987653054
427,0.798066378
428,0.797412024
429,0.7967146463
430,0.7960261303
431,0.7953396562
432,0.7946992408
433,0.7940152537
434,0.7933382908
435,0.792664999
436,0.7920355934
437,0.7913634749
438,0.7906986662
439,0.7900381479
440,0.7894206096
441,0.7887604397
442,0.7881076475
443,0.7874581392
444,0.786851396
445,0.7862044254
446,0.7855638933
447,0.7849259354
448,0.7843310918
449,0.7836938819
450,0.7830674929
451,0.7824436863
452,0.7818598847
453,0.7812336784
454,0.7806157247
455,0.7800002867
456,0.7794272351
457,0.7788122512
458,0.7782052353
459,0.7776010555
460,0.7770379411
461,0.7764334714
462,0.7758370526
463,0.7752419316
464,0.7746885107
465,0.774094923
466,0.7735081117
467,0.7729245523
468,0.7723814561
469,0.7717983951
470,0.7712211834
471,0.7706460335
472,0.7701129281
473,0.7695393742
474,0.7689724801
475,0.7684098349
476,0.7678856005
477,0.7673206382
478,0.7667629134
479,0.7662078391
480,0.7656920579
481,0.7651368076
482,0.7645894328
483,0.764043313
484,0.7635381363
485,0.7629914227
486,0.7624524907
487,0.7619153885
488,0.7614176946
489,0.7608813577
490,0.7603503049
491,0.7598223033
492,0.7593340693
493,0.7588131548
494,0.7582919106
495,0.7577713697
496,0.75791626
497,0.7583158805
498,0.7587149151
499,0.7591120668
500,0.7887439803
501,0.7884586141
502,0.7878868035
503,0.7873167706
504,0.7867850882
505,0.786215602
506,0.7856523555
507,0.7850907192
508,0.7845672237
509,0.7840064406
510,0.7834517033
511,0.7828986737
512,0.7823829038
513,0.7818306584
514,0.7812838966
515,0.780740129
516,0.7802325022
517,0.7796878803
518,0.7791495944
519,0.7786141256
520,0.7781153843
521,0.7775801833
522,0.7770498668
523,0.7765224399
524,0.7760305336
525,0.7755024251
526,0.7749810477
527,0.7744618984
528,0.7739781204
529,0.7734582738
530,0.7729446293
531,0.7724334049
532,0.7719574853
533,0.7714455933
534,0.7709396898
535,0.7704353117
536,0.7699656743
537,0.7694614553
538,0.7689629595
539,0.7684663207
540,0.7680048366
541,0.7675112544
542,0.7670196185
543,0.7665301748
