0.0918659630,nan,0.0000000000,118808576.0000000000,1853440.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0780441030,nan,0.0000000000,29097984.0000000000,454656.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0161771000,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,2.0000000000,0.0161729560,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
3,0,-9223372036854775808,0,118808576,1853440,262656,0,512,1536,0,0,0,-9223372036854775808,0,29097984,454656,262656,0,1536,1536,0,6,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,7,0,-9223372036854775808,0,0,0
0.1135396910,nan,0.0000000000,118666736.0000000000,1856889.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0339141800,nan,0.0000000000,29098656.0000000000,454646.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0081890690,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0082025950,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,118870704,1856806,262656,0,512,1536,0,5,0,-9223372036854775808,0,29097504,454513,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1035704160,nan,0.0000000000,118593152.0000000000,1870253.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335640880,nan,0.0000000000,29097280.0000000000,454672.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0081859480,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081619440,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,119619088,1871660,262656,0,512,1536,0,5,0,-9223372036854775808,0,29098880,454365,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1044725710,nan,0.0000000000,118246016.0000000000,1887193.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335252150,nan,0.0000000000,29098000.0000000000,454633.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0081832860,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081777850,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,120567728,1892396,262656,0,512,1536,0,5,0,-9223372036854775808,0,29097744,454196,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1037613040,nan,0.0000000000,115951824.0000000000,1891454.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335173540,nan,0.0000000000,29096576.0000000000,454664.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0082022680,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081803150,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,120819488,1915782,262656,0,512,1536,0,5,0,-9223372036854775808,0,29099344,453965,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1050467960,nan,0.0000000000,110814752.0000000000,1841594.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335571720,nan,0.0000000000,29095408.0000000000,454610.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0081956150,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081592940,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,118154688,1942058,262656,0,512,1536,0,5,0,-9223372036854775808,0,29096176,453893,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1051688940,nan,0.0000000000,110417680.0000000000,1829043.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335750480,nan,0.0000000000,29100112.0000000000,454650.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0081814780,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0082123400,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,117386496,1957869,262656,0,512,1536,0,5,0,-9223372036854775808,0,29097888,453770,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1039504780,nan,0.0000000000,110053952.0000000000,1791298.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0336045700,nan,0.0000000000,29099312.0000000000,454578.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0081883600,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081796430,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,115238848,1980921,262656,0,512,1536,0,5,0,-9223372036854775808,0,29094144,453698,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1042306720,nan,0.0000000000,109669344.0000000000,1772136.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335963560,nan,0.0000000000,29098928.0000000000,454532.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0082039470,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081576380,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,114256432,1996849,262656,0,512,1536,0,5,0,-9223372036854775808,0,29091920,453564,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1033801090,nan,0.0000000000,102684640.0000000000,1731781.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335319160,nan,0.0000000000,29104224.0000000000,454510.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0082030480,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081691840,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,112113136,2028229,262656,0,512,1536,0,5,0,-9223372036854775808,0,29090416,453489,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
0.1034131160,nan,0.0000000000,97465648.0000000000,1674851.0000000000,262656.0000000000,0.0000000000,512.0000000000,1024.0000000000,0.0000000000,7.0000000000,0.0335082470,nan,0.0000000000,29105648.0000000000,454465.0000000000,262656.0000000000,0.0000000000,1536.0000000000,1024.0000000000,0.0000000000,3.0000000000,0.0082148800,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000,0.0000000000,2560.0000000000,1024.0000000000,0.0000000000,6.0000000000,0.0081700340,nan,0.0000000000,0.0000000000,0.0000000000,262656.0000000000
0,0,-9223372036854775808,0,108983152,2041513,262656,0,512,1536,0,5,0,-9223372036854775808,0,29087904,453364,262656,0,1536,1536,0,4,0,-9223372036854775808,0,0,0,262656,0,2560,1536,0,5,0,-9223372036854775808,0,0,0
