0, Original, Efficiency, 0.3065989157, 0
0, Knapsack, Weight, 0.0000000000, 44
0, Knapsack, Weight, 0.0000000000, 45
0, Knapsack, Weight, 0.0000000000, 46
0, Knapsack, Weight, 0.0000000000, 47
0, Knapsack, Efficiency, 0.9598093200
0, Knapsack, UsedEfficiency, 0.9598093200, 0
0, Knapsack, Time, 0.0152794230, 0
0, Karmarkar-Karp, Weight, 0.0000000000, -1662262843
0, Karmarkar-Karp, Weight, 0.0000000000, -1662262843
0, Karmarkar-Karp, Weight, 0.0000000000, -1662262843
0, Karmarkar-Karp, Weight, 0.0000000000, -1662021849
0, Karmarkar-Karp, Weight, 0.0000000000, -1662021849
0, Karmarkar-Karp, Weight, 0.0000000000, -1662021849
0, Karmarkar-Karp, Weight, 0.0000000000, -1648163789
0, Karmarkar-Karp, Weight, 0.0000000000, -1648163789
0, Karmarkar-Karp, Weight, 0.0000000000, -1648163789
0, Karmarkar-Karp, Weight, 0.0000000000, -1648081869
0, Karmarkar-Karp, Weight, 0.0000000000, -1648081869
0, Karmarkar-Karp, Weight, 0.0000000000, -1648081869
0, Karmarkar-Karp, Weight, 0.0000000000, -1648081500
0, Karmarkar-Karp, Weight, 0.0000000000, -1648081500
0, Karmarkar-Karp, Weight, 0.0000000000, -1648081500
0, Karmarkar-Karp, Weight, 0.0000000000, -1647412206
0, Karmarkar-Karp, Weight, 0.0000000000, -1647412206
0, Karmarkar-Karp, Weight, 0.0000000000, -1647412206
0, Karmarkar-Karp, Weight, 0.0000000000, -1646091136
0, Karmarkar-Karp, Weight, 0.0000000000, -1646091136
0, Karmarkar-Karp, Weight, 0.0000000000, -1646091136
0, Karmarkar-Karp, Weight, 0.0000000000, -1646091136
0, Karmarkar-Karp, Weight, 0.0000000000, -1646091136
0, Karmarkar-Karp, Weight, 0.0000000000, -1646091136
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Weight, 0.0000000000, -1419926067
0, Karmarkar-Karp, Efficiency, 0.9598093200
0, Karmarkar-Karp, UsedEfficiency, 0.9598093200, 0
0, Karmarkar-Karp, Time, 0.0174977820, 0
0, SFC, Efficiency, 0.7883889569
0, SFC, UsedEfficiency, 0.7883889569, 0
0, SFC, Time, 0.0076734270, 0
0, HilbertSFC, Weight, 2758682421.0000000000, 0
0, HilbertSFC, Weight, 2552938423.0000000000, 1
0, HilbertSFC, Weight, 2000000000.0000000000, 2
0, HilbertSFC, Weight, 3625123687.0000000000, 3
0, HilbertSFC, Weight, 2000000000.0000000000, 4
0, HilbertSFC, Weight, 3000000000.0000000000, 5
0, HilbertSFC, Weight, 3000000000.0000000000, 6
0, HilbertSFC, Weight, 3000000000.0000000000, 7
0, HilbertSFC, Weight, 2625123687.0000000000, 8
0, HilbertSFC, Weight, 3000000000.0000000000, 9
0, HilbertSFC, Weight, 2000000000.0000000000, 10
0, HilbertSFC, Weight, 2750082458.0000000000, 11
0, HilbertSFC, Weight, 3000000000.0000000000, 12
0, HilbertSFC, Weight, 3000000000.0000000000, 13
0, HilbertSFC, Weight, 3000000000.0000000000, 14
0, HilbertSFC, Weight, 2750082458.0000000000, 15
0, HilbertSFC, Weight, 1875041229.0000000000, 16
0, HilbertSFC, Weight, 3000000000.0000000000, 17
0, HilbertSFC, Weight, 3000000000.0000000000, 18
0, HilbertSFC, Weight, 2875041229.0000000000, 19
0, HilbertSFC, Weight, 3000000000.0000000000, 20
0, HilbertSFC, Weight, 2000000000.0000000000, 21
0, HilbertSFC, Weight, 3000000000.0000000000, 22
0, HilbertSFC, Weight, 2750082458.0000000000, 23
0, HilbertSFC, Weight, 3000000000.0000000000, 24
0, HilbertSFC, Weight, 3000000000.0000000000, 25
0, HilbertSFC, Weight, 2000000000.0000000000, 26
0, HilbertSFC, Weight, 3000000000.0000000000, 27
0, HilbertSFC, Weight, 3000000000.0000000000, 28
0, HilbertSFC, Weight, 3000000000.0000000000, 29
0, HilbertSFC, Weight, 2750082458.0000000000, 30
0, HilbertSFC, Weight, 2875041229.0000000000, 31
0, HilbertSFC, Weight, 2018800203.0000000000, 32
0, HilbertSFC, Weight, 3000000000.0000000000, 33
0, HilbertSFC, Weight, 3000000000.0000000000, 34
0, HilbertSFC, Weight, 2772556858.0000000000, 35
0, HilbertSFC, Weight, 2953589749.0000000000, 36
0, HilbertSFC, Weight, 2750082458.0000000000, 37
0, HilbertSFC, Weight, 2123690825.0000000000, 38
0, HilbertSFC, Weight, 3000000000.0000000000, 39
0, HilbertSFC, Weight, 3000000000.0000000000, 40
0, HilbertSFC, Weight, 2844688428.0000000000, 41
0, HilbertSFC, Weight, 2618129147.0000000000, 42
0, HilbertSFC, Weight, 3042877656.0000000000, 43
0, HilbertSFC, Weight, 2316640277.0000000000, 44
0, HilbertSFC, Weight, 3187466736.0000000000, 45
0, HilbertSFC, Weight, 2653937815.0000000000, 46
0, HilbertSFC, Weight, 2985803727.0000000000, 47
0, HilbertSFC, Efficiency, 0.7612130248
0, HilbertSFC, UsedEfficiency, 0.7612130248, 0
0, HilbertSFC, Time, 1.3627270440, 0
0, SFC+Knapsack, Efficiency, 0.7883889569
0, SFC+Knapsack, UsedEfficiency, 0.7883889569, 0
0, SFC+Knapsack, Time, 0.0043208110, 0
0, SFC+Painter, Weight, 0.0000000000, -1233392170
0, SFC+Painter, Weight, 0.0000000000, -1233392170
0, SFC+Painter, Weight, 0.0000000000, -1233392170
0, SFC+Painter, Weight, 0.0000000000, -1233392170
0, SFC+Painter, Weight, 0.0000000000, -1233392170
0, SFC+Painter, Weight, 0.0000000000, -1233392170
0, SFC+Painter, Weight, 0.0000000000, -1235811455
0, SFC+Painter, Weight, 0.0000000000, -1251030491
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1294967296
0, SFC+Painter, Weight, 0.0000000000, -1366006604
0, SFC+Painter, Weight, 0.0000000000, -1419926067
0, SFC+Painter, Weight, 0.0000000000, -1419926067
0, SFC+Painter, Weight, 0.0000000000, -1544884838
0, SFC+Painter, Weight, 0.0000000000, -1669843609
0, SFC+Painter, Weight, 0.0000000000, -1669843609
0, SFC+Painter, Weight, 0.0000000000, -1669843609
0, SFC+Painter, Weight, 0.0000000000, -1669843609
0, SFC+Painter, Weight, 0.0000000000, -1669843609
0, SFC+Painter, Weight, 0.0000000000, -1876075022
0, SFC+Painter, Weight, 0.0000000000, -1876075022
0, SFC+Painter, Weight, 0.0000000000, -2047585646
0, SFC+Painter, Weight, 0.0000000000, -2047585646
0, SFC+Painter, Weight, 0.0000000000, -2047585646
0, SFC+Painter, Weight, 0.0000000000, -2080404492
0, SFC+Painter, Weight, 0.0000000000, 2104934770
0, SFC+Painter, Weight, 0.0000000000, 1528871099
0, SFC+Painter, Weight, 0.0000000000, 0
0, SFC+Painter, Efficiency, 0.9013306071
0, SFC+Painter, UsedEfficiency, 0.9013306071, 0
0, SFC+Painter, Time, 0.0213491230, 0
0, Hilbert+Painter, Efficiency, 0.9198304557
0, Hilbert+Painter, Efficiency, 0.9198304557, 0
0, Hilbert+Painter, UsedEfficiency, 0.9198304557, 0
0, Hilbert+Painter, Time, 0.0103671150, 0
0, SFC+Painter, Weight, 0.0000000000, -1586664219
0, SFC+Painter, Weight, 0.0000000000, -1741378392
0, SFC+Painter, Weight, 0.0000000000, -1759613285
0, SFC+Painter, Weight, 0.0000000000, -1761751636
0, SFC+Painter, Weight, 0.0000000000, -1761751636
0, SFC+Painter, Weight, 0.0000000000, -1761751636
0, SFC+Painter, Weight, 0.0000000000, -1866311544
0, SFC+Painter, Weight, 0.0000000000, -1884901888
0, SFC+Painter, Weight, 0.0000000000, -1884901888
0, SFC+Painter, Weight, 0.0000000000, -1884901888
0, SFC+Painter, Weight, 0.0000000000, -1884901888
0, SFC+Painter, Weight, 0.0000000000, 1910560156
0, SFC+Painter, Efficiency, 0.9769634691
0, Painter+Knapsack, Weight, 3061575126.0000000000, 0
0, Painter+Knapsack, Weight, 3000000000.0000000000, 1
0, Painter+Knapsack, Weight, 2530787563.0000000000, 2
0, Painter+Knapsack, Weight, 2530787563.0000000000, 3
0, Painter+Knapsack, Weight, 3061575126.0000000000, 4
0, Painter+Knapsack, Weight, 3000000000.0000000000, 5
0, Painter+Knapsack, Weight, 2530787563.0000000000, 6
0, Painter+Knapsack, Weight, 2530787563.0000000000, 7
0, Painter+Knapsack, Weight, 3000000000.0000000000, 8
0, Painter+Knapsack, Weight, 3000000000.0000000000, 9
0, Painter+Knapsack, Weight, 3000000000.0000000000, 10
0, Painter+Knapsack, Weight, 2000000000.0000000000, 11
0, Painter+Knapsack, Weight, 3000000000.0000000000, 12
0, Painter+Knapsack, Weight, 3000000000.0000000000, 13
0, Painter+Knapsack, Weight, 3000000000.0000000000, 14
0, Painter+Knapsack, Weight, 2000000000.0000000000, 15
0, Painter+Knapsack, Weight, 3000000000.0000000000, 16
0, Painter+Knapsack, Weight, 3000000000.0000000000, 17
0, Painter+Knapsack, Weight, 3000000000.0000000000, 18
0, Painter+Knapsack, Weight, 2000000000.0000000000, 19
0, Painter+Knapsack, Weight, 3061575126.0000000000, 20
0, Painter+Knapsack, Weight, 3000000000.0000000000, 21
0, Painter+Knapsack, Weight, 2530787563.0000000000, 22
0, Painter+Knapsack, Weight, 2530787563.0000000000, 23
0, Painter+Knapsack, Weight, 2928960692.0000000000, 24
0, Painter+Knapsack, Weight, 2875041229.0000000000, 25
0, Painter+Knapsack, Weight, 2875041229.0000000000, 26
0, Painter+Knapsack, Weight, 2464480346.0000000000, 27
0, Painter+Knapsack, Weight, 2875041229.0000000000, 28
0, Painter+Knapsack, Weight, 2750082458.0000000000, 29
0, Painter+Knapsack, Weight, 2750082458.0000000000, 30
0, Painter+Knapsack, Weight, 2750082458.0000000000, 31
0, Painter+Knapsack, Weight, 3000000000.0000000000, 32
0, Painter+Knapsack, Weight, 3000000000.0000000000, 33
0, Painter+Knapsack, Weight, 3000000000.0000000000, 34
0, Painter+Knapsack, Weight, 2000000000.0000000000, 35
0, Painter+Knapsack, Weight, 2625123687.0000000000, 36
0, Painter+Knapsack, Weight, 2625123687.0000000000, 37
0, Painter+Knapsack, Weight, 2625123687.0000000000, 38
0, Painter+Knapsack, Weight, 2625123687.0000000000, 39
0, Painter+Knapsack, Weight, 3000000000.0000000000, 40
0, Painter+Knapsack, Weight, 2676158210.0000000000, 41
0, Painter+Knapsack, Weight, 2671216067.0000000000, 42
0, Painter+Knapsack, Weight, 2671216067.0000000000, 43
0, Painter+Knapsack, Weight, 2826340744.0000000000, 44
0, Painter+Knapsack, Weight, 2825305172.0000000000, 45
0, Painter+Knapsack, Weight, 2823515091.0000000000, 46
0, Painter+Knapsack, Weight, 2823076662.0000000000, 47
0, Painter+Knapsack, Efficiency, 0.9013306071
0, Painter+Knapsack, UsedEfficiency, 0.9013306071, 0
0, Painter+Knapsack, Time, 0.0233853890, 0
1, Original, PreviousEfficiency, 0.3065995928, 0
1, Original, Efficiency, 0.9376162197, 0
1, Original, UsedEfficiency, 0.9376162197, 0
1, Knapsack, PreviousEfficiency, 0.9596122642, 0
1, Knapsack, Weight, 0.0000000000, 0
1, Knapsack, Weight, 0.0000000000, 1
1, Knapsack, Weight, 0.0000000000, 2
1, Knapsack, Weight, 0.0000000000, 3
1, Knapsack, Weight, 0.0000000000, 4
1, Knapsack, Weight, 0.0000000000, 5
1, Knapsack, Weight, 0.0000000000, 6
1, Knapsack, Weight, 0.0000000000, 7
1, Knapsack, Weight, 0.0000000000, 8
1, Knapsack, Weight, 0.0000000000, 9
1, Knapsack, Weight, 0.0000000000, 10
1, Knapsack, Weight, 0.0000000000, 11
1, Knapsack, Weight, 0.0000000000, 12
1, Knapsack, Weight, 0.0000000000, 13
1, Knapsack, Weight, 0.0000000000, 14
1, Knapsack, Weight, 0.0000000000, 15
1, Knapsack, Weight, 0.0000000000, 16
1, Knapsack, Weight, 0.0000000000, 17
1, Knapsack, Weight, 0.0000000000, 18
1, Knapsack, Weight, 0.0000000000, 19
1, Knapsack, Weight, 0.0000000000, 20
1, Knapsack, Weight, 0.0000000000, 21
1, Knapsack, Weight, 0.0000000000, 22
1, Knapsack, Weight, 0.0000000000, 23
1, Knapsack, Weight, 0.0000000000, 24
1, Knapsack, Weight, 0.0000000000, 25
1, Knapsack, Weight, 0.0000000000, 26
1, Knapsack, Weight, 0.0000000000, 27
1, Knapsack, Weight, 0.0000000000, 28
1, Knapsack, Weight, 0.0000000000, 29
1, Knapsack, Weight, 0.0000000000, 30
1, Knapsack, Weight, 0.0000000000, 31
1, Knapsack, Weight, 0.0000000000, 32
1, Knapsack, Weight, 0.0000000000, 33
1, Knapsack, Weight, 0.0000000000, 34
1, Knapsack, Weight, 0.0000000000, 35
1, Knapsack, Weight, 0.0000000000, 36
1, Knapsack, Weight, 0.0000000000, 37
1, Knapsack, Weight, 0.0000000000, 38
1, Knapsack, Weight, 0.0000000000, 39
1, Knapsack, Weight, 0.0000000000, 40
1, Knapsack, Weight, 0.0000000000, 41
1, Knapsack, Weight, 0.0000000000, 42
1, Knapsack, Weight, 0.0000000000, 43
1, Knapsack, Weight, 0.0000000000, 44
1, Knapsack, Weight, 0.0000000000, 45
1, Knapsack, Weight, 0.0000000000, 46
1, Knapsack, Weight, 0.0000000000, 47
1, Knapsack, Efficiency, 0.9597745481
1, Knapsack, UsedEfficiency, 0.9596122642, 0
1, Knapsack, Time, 0.0146842400, 0
1, Karmarkar-Karp, PreviousEfficiency, 0.9597105313, 0
1, Karmarkar-Karp, Weight, 0.0000000000, -1663218335
1, Karmarkar-Karp, Weight, 0.0000000000, -1663155617
1, Karmarkar-Karp, Weight, 0.0000000000, -1663127861
1, Karmarkar-Karp, Weight, 0.0000000000, -1663113869
1, Karmarkar-Karp, Weight, 0.0000000000, -1663054415
1, Karmarkar-Karp, Weight, 0.0000000000, -1662983993
1, Karmarkar-Karp, Weight, 0.0000000000, -1649570031
1, Karmarkar-Karp, Weight, 0.0000000000, -1649556040
1, Karmarkar-Karp, Weight, 0.0000000000, -1649554804
1, Karmarkar-Karp, Weight, 0.0000000000, -1649536615
1, Karmarkar-Karp, Weight, 0.0000000000, -1649508937
1, Karmarkar-Karp, Weight, 0.0000000000, -1649501844
1, Karmarkar-Karp, Weight, 0.0000000000, -1649488579
1, Karmarkar-Karp, Weight, 0.0000000000, -1649381986
1, Karmarkar-Karp, Weight, 0.0000000000, -1649371260
1, Karmarkar-Karp, Weight, 0.0000000000, -1648808746
1, Karmarkar-Karp, Weight, 0.0000000000, -1648790091
1, Karmarkar-Karp, Weight, 0.0000000000, -1648773767
1, Karmarkar-Karp, Weight, 0.0000000000, -1648049879
1, Karmarkar-Karp, Weight, 0.0000000000, -1648030293
1, Karmarkar-Karp, Weight, 0.0000000000, -1647972463
1, Karmarkar-Karp, Weight, 0.0000000000, -1647905772
1, Karmarkar-Karp, Weight, 0.0000000000, -1647812964
1, Karmarkar-Karp, Weight, 0.0000000000, -1647810632
1, Karmarkar-Karp, Weight, 0.0000000000, -1421709193
1, Karmarkar-Karp, Weight, 0.0000000000, -1421689140
1, Karmarkar-Karp, Weight, 0.0000000000, -1421682610
1, Karmarkar-Karp, Weight, 0.0000000000, -1421682144
1, Karmarkar-Karp, Weight, 0.0000000000, -1421680744
1, Karmarkar-Karp, Weight, 0.0000000000, -1421672350
1, Karmarkar-Karp, Weight, 0.0000000000, -1421671884
1, Karmarkar-Karp, Weight, 0.0000000000, -1421666754
1, Karmarkar-Karp, Weight, 0.0000000000, -1421663490
1, Karmarkar-Karp, Weight, 0.0000000000, -1421663489
1, Karmarkar-Karp, Weight, 0.0000000000, -1421662557
1, Karmarkar-Karp, Weight, 0.0000000000, -1421660691
1, Karmarkar-Karp, Weight, 0.0000000000, -1421655561
1, Karmarkar-Karp, Weight, 0.0000000000, -1421647633
1, Karmarkar-Karp, Weight, 0.0000000000, -1421644835
1, Karmarkar-Karp, Weight, 0.0000000000, -1421641570
1, Karmarkar-Karp, Weight, 0.0000000000, -1421476009
1, Karmarkar-Karp, Weight, 0.0000000000, -1421475075
1, Karmarkar-Karp, Weight, 0.0000000000, -1421474609
1, Karmarkar-Karp, Weight, 0.0000000000, -1421472744
1, Karmarkar-Karp, Weight, 0.0000000000, -1421472278
1, Karmarkar-Karp, Weight, 0.0000000000, -1421471810
1, Karmarkar-Karp, Weight, 0.0000000000, -1421470879
1, Karmarkar-Karp, Weight, 0.0000000000, -1421468547
1, Karmarkar-Karp, Efficiency, 0.9597901257
1, Karmarkar-Karp, UsedEfficiency, 0.9597105313, 0
1, Karmarkar-Karp, Time, 0.0195717800, 0
1, SFC, PreviousEfficiency, 0.7884187156, 0
1, SFC, Efficiency, 0.7884187156
1, SFC, UsedEfficiency, 0.7884187156, 0
1, SFC, Time, 0.0110427450, 0
1, HilbertSFC, PreviousEfficiency, 0.7612303285, 0
1, HilbertSFC, Weight, 2757235053.0000000000, 0
1, HilbertSFC, Weight, 2551592928.0000000000, 1
1, HilbertSFC, Weight, 1998942275.0000000000, 2
1, HilbertSFC, Weight, 3623023968.0000000000, 3
1, HilbertSFC, Weight, 1998963728.0000000000, 4
1, HilbertSFC, Weight, 2998389161.0000000000, 5
1, HilbertSFC, Weight, 2998398488.0000000000, 6
1, HilbertSFC, Weight, 2998427403.0000000000, 7
1, HilbertSFC, Weight, 2623524849.0000000000, 8
1, HilbertSFC, Weight, 2998420875.0000000000, 9
1, HilbertSFC, Weight, 1998959997.0000000000, 10
1, HilbertSFC, Weight, 2748597612.0000000000, 11
1, HilbertSFC, Weight, 2998411081.0000000000, 12
1, HilbertSFC, Weight, 2998426004.0000000000, 13
1, HilbertSFC, Weight, 2998437663.0000000000, 14
1, HilbertSFC, Weight, 2748383548.0000000000, 15
1, HilbertSFC, Weight, 1874070051.0000000000, 16
1, HilbertSFC, Weight, 2998424138.0000000000, 17
1, HilbertSFC, Weight, 2998462381.0000000000, 18
1, HilbertSFC, Weight, 2873572903.0000000000, 19
1, HilbertSFC, Weight, 2998405950.0000000000, 20
1, HilbertSFC, Weight, 1998970723.0000000000, 21
1, HilbertSFC, Weight, 2998442327.0000000000, 22
1, HilbertSFC, Weight, 2748303799.0000000000, 23
1, HilbertSFC, Weight, 2999032751.0000000000, 24
1, HilbertSFC, Weight, 2999889006.0000000000, 25
1, HilbertSFC, Weight, 1999583067.0000000000, 26
1, HilbertSFC, Weight, 2998604625.0000000000, 27
1, HilbertSFC, Weight, 2998453986.0000000000, 28
1, HilbertSFC, Weight, 2998422273.0000000000, 29
1, HilbertSFC, Weight, 2748416659.0000000000, 30
1, HilbertSFC, Weight, 2873540723.0000000000, 31
1, HilbertSFC, Weight, 2017743340.0000000000, 32
1, HilbertSFC, Weight, 2998412947.0000000000, 33
1, HilbertSFC, Weight, 2998419475.0000000000, 34
1, HilbertSFC, Weight, 2770883932.0000000000, 35
1, HilbertSFC, Weight, 2951777541.0000000000, 36
1, HilbertSFC, Weight, 2748592948.0000000000, 37
1, HilbertSFC, Weight, 2122693191.0000000000, 38
1, HilbertSFC, Weight, 2998432067.0000000000, 39
1, HilbertSFC, Weight, 2998377035.0000000000, 40
1, HilbertSFC, Weight, 2842943148.0000000000, 41
1, HilbertSFC, Weight, 2616253227.0000000000, 42
1, HilbertSFC, Weight, 3040494399.0000000000, 43
1, HilbertSFC, Weight, 2314939794.0000000000, 44
1, HilbertSFC, Weight, 3184662972.0000000000, 45
1, HilbertSFC, Weight, 2650158040.0000000000, 46
1, HilbertSFC, Weight, 2984360768.0000000000, 47
1, HilbertSFC, Efficiency, 0.7612303285
1, HilbertSFC, UsedEfficiency, 0.7612303285, 0
1, HilbertSFC, Time, 0.1936584270, 0
1, SFC+Knapsack, PreviousEfficiency, 0.7885773630, 0
1, SFC+Knapsack, Efficiency, 0.7885274175
1, SFC+Knapsack, UsedEfficiency, 0.7885773630, 0
1, SFC+Knapsack, Time, 0.0072573810, 0
1, SFC+Painter, PreviousEfficiency, 0.9011868045, 0
1, SFC+Painter, Weight, 0.0000000000, -1235762852
1, SFC+Painter, Weight, 0.0000000000, -1237416471
1, SFC+Painter, Weight, 0.0000000000, -1252901767
1, SFC+Painter, Weight, 0.0000000000, -1255953169
1, SFC+Painter, Weight, 0.0000000000, -1295498956
1, SFC+Painter, Weight, 0.0000000000, -1296253076
1, SFC+Painter, Weight, 0.0000000000, -1296521705
1, SFC+Painter, Weight, 0.0000000000, -1296522171
1, SFC+Painter, Weight, 0.0000000000, -1296524036
1, SFC+Painter, Weight, 0.0000000000, -1296524969
1, SFC+Painter, Weight, 0.0000000000, -1296530099
1, SFC+Painter, Weight, 0.0000000000, -1296533830
1, SFC+Painter, Weight, 0.0000000000, -1296534297
1, SFC+Painter, Weight, 0.0000000000, -1296539426
1, SFC+Painter, Weight, 0.0000000000, -1296542224
1, SFC+Painter, Weight, 0.0000000000, -1296544556
1, SFC+Painter, Weight, 0.0000000000, -1296552484
1, SFC+Painter, Weight, 0.0000000000, -1296552951
1, SFC+Painter, Weight, 0.0000000000, -1296553884
1, SFC+Painter, Weight, 0.0000000000, -1296566009
1, SFC+Painter, Weight, 0.0000000000, -1296567408
1, SFC+Painter, Weight, 0.0000000000, -1296567874
1, SFC+Painter, Weight, 0.0000000000, -1296576736
1, SFC+Painter, Weight, 0.0000000000, -1296583731
1, SFC+Painter, Weight, 0.0000000000, -1296617776
1, SFC+Painter, Weight, 0.0000000000, -1296761418
1, SFC+Painter, Weight, 0.0000000000, -1296761419
1, SFC+Painter, Weight, 0.0000000000, -1296772611
1, SFC+Painter, Weight, 0.0000000000, -1297047303
1, SFC+Painter, Weight, 0.0000000000, -1298340235
1, SFC+Painter, Weight, 0.0000000000, -1546368752
1, SFC+Painter, Weight, 0.0000000000, -1671417263
1, SFC+Painter, Weight, 0.0000000000, -1671430788
1, SFC+Painter, Weight, 0.0000000000, -1671439183
1, SFC+Painter, Weight, 0.0000000000, -1671458304
1, SFC+Painter, Weight, 0.0000000000, -1671469029
1, SFC+Painter, Weight, 0.0000000000, -1671476958
1, SFC+Painter, Weight, 0.0000000000, -1753730326
1, SFC+Painter, Weight, 0.0000000000, -1877269509
1, SFC+Painter, Weight, 0.0000000000, -1902654694
1, SFC+Painter, Weight, 0.0000000000, -1984494153
1, SFC+Painter, Weight, 0.0000000000, -2048785756
1, SFC+Painter, Weight, 0.0000000000, 2060938872
1, SFC+Painter, Weight, 0.0000000000, 2060498620
1, SFC+Painter, Weight, 0.0000000000, 2059942708
1, SFC+Painter, Weight, 0.0000000000, 2059893738
1, SFC+Painter, Weight, 0.0000000000, 2059825648
1, SFC+Painter, Weight, 0.0000000000, 1528068959
1, SFC+Painter, Efficiency, 0.9015271048
1, SFC+Painter, UsedEfficiency, 0.9011868045, 0
1, SFC+Painter, Time, 0.0304751050, 0
1, Hilbert+Painter, PreviousEfficiency, 0.9193605933, 0
1, Hilbert+Painter, Efficiency, 0.9195142655
1, Hilbert+Painter, Efficiency, 0.9195142655, 0
1, Hilbert+Painter, UsedEfficiency, 0.9193605933, 0
1, Hilbert+Painter, Time, 0.0091815090, 0
1, Painter+Knapsack, PreviousEfficiency, 0.9013429782, 0
